sku,name,description,brand,category,cost_usd
B4-HD2-.4,Binary B4 Series 4K Ultra HD High Speed HDMI Cable with Ethernet 0.4m,[B4-HD2-.4] Binary B4 Series 4K Ultra HD High Speed HDMI Cable with Ethernet 0.4m,Binary,Redes,6.76
B4-HD2-.7,Binary B4 Series 4K Ultra HD High Speed HDMI Cable with Ethernet 0.7m,[B4-HD2-.7] Binary B4 Series 4K Ultra HD High Speed HDMI Cable with Ethernet 0.7m,Binary,Redes,7.48
B4-HD2-1,Binary B4 Series 4K Ultra HD High Speed HDMI cable with Ethernet - 1m,[B4-HD2-1] Binary B4 Series 4K Ultra HD High Speed HDMI cable with Ethernet - 1m,Binary,Redes,8.32
B4-HD2-1.5,Binary B4 Series 4K Ultra HD High Speed HDMI Cable with Ethernet - 1.5m 5FT,[B4-HD2-1.5] Binary B4 Series 4K Ultra HD High Speed HDMI Cable with Ethernet - 1.5m 5FT,Binary,Redes,10.01
B4-HD2-2,Binary B4 Series 4K Ultra HD High Speed HDMI Cable with Ethernet 2m 6.5FT,[B4-HD2-2] Binary B4 Series 4K Ultra HD High Speed HDMI Cable with Ethernet 2m 6.5FT,Binary,Redes,11.7
B4-HD2-3,Binary B4 Series 4K Ultra HD High Speed HDMI Cable with Ethernet - 3m 10FT,[B4-HD2-3] Binary B4 Series 4K Ultra HD High Speed HDMI Cable with Ethernet - 3m 10FT,Binary,Redes,15.02
B4-HD2-4,Binary B4 Series 4K Ultra HD High Speed HDMI Cable with Ethernet 4m,[B4-HD2-4] Binary B4 Series 4K Ultra HD High Speed HDMI Cable with Ethernet 4m,Binary,Redes,20.09
B4-HD2-5,Binary B4 Series 4K Ultra HD High Speed HDMI Cable with Ethernet 5m,[B4-HD2-5] Binary B4 Series 4K Ultra HD High Speed HDMI Cable with Ethernet 5m,Binary,Redes,24.83
B4-HD2-7.5,Binary B4 Series 4K Ultra HD High Speed HDMI Cable with Ethernet 7.5m,[B4-HD2-7.5] Binary B4 Series 4K Ultra HD High Speed HDMI Cable with Ethernet 7.5m,Binary,Redes,38.09
B4-TOS-1,Binary B4 Series Toslink Cable,[B4-TOS-1] Binary B4 Series Toslink Cable,Binary,Redes,14.29
B4-TOS-10,Binary B4 Series Toslink Cable - 32.81 ft (10m),[B4-TOS-10] Binary B4 Series Toslink Cable - 32.81 ft (10m),Binary,Redes,51.86
B4-TOS-2,Binary B4 Series Toslink Cable - 6.5 Ft (2 M),[B4-TOS-2] Binary B4 Series Toslink Cable - 6.5 Ft (2 M),Binary,Redes,18.19
B4-TOS-4,Binary B4 Series Toslink Cable 13.1ft / 4m,[B4-TOS-4] Binary B4 Series Toslink Cable 13.1ft / 4m,Binary,Redes,27.24
B4-TOS-7.5,Binary B4 Series Toslink Cable 24.6ft / 7.5m,[B4-TOS-7.5] Binary B4 Series Toslink Cable 24.6ft / 7.5m,Binary,Redes,42.3
B5-AUD-1,Binary Cables B5 Series Analog Audio Cable 3.3 FT 1M,[B5-AUD-1] Binary Cables B5 Series Analog Audio Cable 3.3 FT 1M,Binary,Redes,21.57
B5-DIGCOAX-1,Binary Cables B5 Series Digital Coax Cable 1MT - 3.3FT,[B5-DIGCOAX-1] Binary Cables B5 Series Digital Coax Cable 1MT - 3.3FT,Binary,Redes,16.62
B5-SUB-2,Binary Cables B5 Series Subwoofer Cable - 6.5FT (2 M),[B5-SUB-2] Binary Cables B5 Series Subwoofer Cable - 6.5FT (2 M),Binary,Redes,25.19
B5-SUB-4,Binary Cables B5 Series Subwoofer Cable (13.1FT),[B5-SUB-4] Binary Cables B5 Series Subwoofer Cable (13.1FT),Binary,Redes,27.99
B6-4K-90DOWN-5PACK,Binary B6 Series GripTek 4K HDMI 90 Down Adapter (Pack x5),[B6-4K-90DOWN-5PACK] Binary B6 Series GripTek 4K HDMI 90 Down Adapter (Pack x5),Binary,Redes,36.61
B6-4K-90UP-5PACK,Binary B6 Series GripTek 4K HDMI 90 Up Adapter (Pack x5),[B6-4K-90UP-5PACK] Binary B6 Series GripTek 4K HDMI 90 Up Adapter (Pack x5),Binary,Redes,36.61
B6-4K2-.3,Binary B6 Series 4K Ultra HD Premium Certified High Speed HDMI Cable with GripTek 0.3m,[B6-4K2-.3] Binary B6 Series 4K Ultra HD Premium Certified High Speed HDMI Cable with GripTek 0.3m,Binary,Redes,8.8
B6-4K2-.4,Binary B6 Series 4K Ultra HD Premium Certified High Speed HDMI Cable with GripTek 0.4m,[B6-4K2-.4] Binary B6 Series 4K Ultra HD Premium Certified High Speed HDMI Cable with GripTek 0.4m,Binary,Redes,9.01
B6-4K2-.7,Binary B6 Series 4K Ultra HD Premium Certified High Speed HDMI Cable with GripTek - 0 7M (2ft),[B6-4K2-.7] Binary B6 Series 4K Ultra HD Premium Certified High Speed HDMI Cable with GripTek - 0 7M (2ft),Binary,Redes,10.1
B6-4K2-.7-25BOX,Binary B6 Series 4K Ultra HD Premium Certified High Speed HDMI Cable with GripTek Box of 25 7M (2.3 ft),[B6-4K2-.7-25BOX] Binary B6 Series 4K Ultra HD Premium Certified High Speed HDMI Cable with GripTek Box of 25 7M (2.3 ft),Binary,Redes,240.49
B6-4K2-1,Binary B6 Cable HDMI 1M-3.3FT Series 4K Ultra HD Premium Certified High Speed with GripTek,[B6-4K2-1] Binary B6 Cable HDMI 1M-3.3FT Series 4K Ultra HD Premium Certified High Speed with GripTek,Binary,Redes,12.99
B6-4K2-1.5,Binary B6 Cable HDMI 1.5M-5FT Series 4K Ultra HD Premium Certified High Speed with GripTek,[B6-4K2-1.5] Binary B6 Cable HDMI 1.5M-5FT Series 4K Ultra HD Premium Certified High Speed with GripTek,Binary,Redes,16.86
B6-4K2-1.5-20BOX,Binary B6 Series 4K Ultra HD Premium Certified High Speed HDMI Cable with GripTek Box of 20 1.5M (5FT),[B6-4K2-1.5-20BOX] Binary B6 Series 4K Ultra HD Premium Certified High Speed HDMI Cable with GripTek Box of 20 1.5M (5FT),Binary,Redes,320.76
B6-4K2-10,B6 Active 4K High Speed HDMI Cables with Ethernet - 10m (32.8 ft),[B6-4K2-10] B6 Active 4K High Speed HDMI Cables with Ethernet - 10m (32.8 ft),Binary,Redes,94.89
B6-4K2-10 - borrar,B6 Active 4K High Speed HDMI Cables with Ethernet - 10m (32.8 ft) - borrar,[B6-4K2-10 - borrar] B6 Active 4K High Speed HDMI Cables with Ethernet - 10m (32.8 ft) - borrar,Binary,Redes,94.89
B6-4K2-2,Binary B6 Cable HDMI 2M-6.5FT Series 4K Ultra HD Premium Certified High Speed with GripTek,[B6-4K2-2] Binary B6 Cable HDMI 2M-6.5FT Series 4K Ultra HD Premium Certified High Speed with GripTek,Binary,Redes,20.79
B6-4K2-2-20BOX,Binary B6 Series 4K Ultra HD Premium Certified High Speed HDMI® Cable with GripTek™ - Box of 20 - 2M (6.5 ft),[B6-4K2-2-20BOX] Binary B6 Series 4K Ultra HD Premium Certified High Speed HDMI® Cable with GripTek™ - Box of 20 - 2M (6.5 ft),Binary,Redes,384.79
B6-4K2-3,Binary B6 Cable HDMI 3M-10FT Series 4K Ultra HD Premium Certified High Speed with GripTek,[B6-4K2-3] Binary B6 Cable HDMI 3M-10FT Series 4K Ultra HD Premium Certified High Speed with GripTek,Binary,Redes,28.59
B6-4K2-4,Binary B6 Series 4K Ultra HD Premium Certified High Speed HDMI Cable with GripTek 4m,[B6-4K2-4] Binary B6 Series 4K Ultra HD Premium Certified High Speed HDMI Cable with GripTek 4m,Binary,Redes,35.09
B6-4K2-5,Binary B6 Series 4K Ultra HD Premium Certified High Speed HDMI Cable with GripTek 5m,[B6-4K2-5] Binary B6 Series 4K Ultra HD Premium Certified High Speed HDMI Cable with GripTek 5m,Binary,Redes,44.19
B6-4K2-7.5,Binary B6 Cable HDMI 7.5M-25FT Series 4K Ultra HD Premium Certified High Speed with GripTek,[B6-4K2-7.5] Binary B6 Cable HDMI 7.5M-25FT Series 4K Ultra HD Premium Certified High Speed with GripTek,Binary,Redes,61.09
B6A-1080-20,Binary B6A Active Series High Speed HDMI Cables with Ethernet 20m,[B6A-1080-20] Binary B6A Active Series High Speed HDMI Cables with Ethernet 20m,Binary,Redes,185.63
B6A-1080-25,Binary B6A Active Series High Speed HDMI Cables with Ethernet 25m,[B6A-1080-25] Binary B6A Active Series High Speed HDMI Cables with Ethernet 25m,Binary,Redes,267.53
B6A-1080-30,Binary B6A Active Series High Speed HDMI Cables with Ethernet 30m,[B6A-1080-30] Binary B6A Active Series High Speed HDMI Cables with Ethernet 30m,Binary,Redes,326.29
B6A-4K2-10,Binary B6 Series Active 4K High Speed HDMI Cables with Ethernet 10m (32.8 ft),[B6A-4K2-10] Binary B6 Series Active 4K High Speed HDMI Cables with Ethernet 10m (32.8 ft),Binary,Redes,94.89
B6A-4K2-15,Binary B6 Active 4K High Speed HDMI Cables with Ethernet 15m,[B6A-4K2-15] Binary B6 Active 4K High Speed HDMI Cables with Ethernet 15m,Binary,Redes,133.89
B6A-4K2-20,Binary B6 Series Active 4K High Speed HDMI Cables with Ethernet - 20m (65.6 ft),[B6A-4K2-20] Binary B6 Series Active 4K High Speed HDMI Cables with Ethernet - 20m (65.6 ft),Binary,Redes,162.49
B6A-4K2-25,Binary B6 Active 4K High Speed HDMI Cables with Ethernet 25m,[B6A-4K2-25] Binary B6 Active 4K High Speed HDMI Cables with Ethernet 25m,Binary,Redes,274.35
B6A-4K2-30,Binary B6 Active 4K High Speed HDMI Cables with Ethernet 30m,[B6A-4K2-30] Binary B6 Active 4K High Speed HDMI Cables with Ethernet 30m,Binary,Redes,351.42
B8-FIBER-4KHDR-40,Binary B8 Series Active 4K Ultra HD with HDR High Speed Fiber Optic HDMI Cables 40m,[B8-FIBER-4KHDR-40] Binary B8 Series Active 4K Ultra HD with HDR High Speed Fiber Optic HDMI Cables 40m,Binary,Redes,408.12
B8-FIBER2-4KHDR-20,Binary B8 Series Active 4K Ultra HD with HDR High Speed Fiber Optic HDMI Cables - 20m (65.6 ft),[B8-FIBER2-4KHDR-20] Binary B8 Series Active 4K Ultra HD with HDR High Speed Fiber Optic HDMI Cables - 20m (65.6 ft),Binary,Redes,309.84
B8-FIBER2-4KHDR-50,Binary B8 Series Active 4K Ultra HD with HDR High Speed Fiber Optic HDMI Cables 50m,[B8-FIBER2-4KHDR-50] Binary B8 Series Active 4K Ultra HD with HDR High Speed Fiber Optic HDMI Cables 50m,Binary,Redes,520.05
BC-BANANA,Binary Gold Plated Banana Plugs Black Red - 20 Pairs,[BC-BANANA] Binary Gold Plated Banana Plugs Black Red - 20 Pairs,Binary,Redes,129.99
BX-8K-.3,Binary BX Series 8K Ultra HD High Speed HDMI Cable with GripTek 0.3m,[BX-8K-.3] Binary BX Series 8K Ultra HD High Speed HDMI Cable with GripTek 0.3m,Binary,Redes,26.39
BX-8K-.4,Binary BX Series 8K Ultra HD High Speed HDMI Cable with GripTek 0.4m,[BX-8K-.4] Binary BX Series 8K Ultra HD High Speed HDMI Cable with GripTek 0.4m,Binary,Redes,26.75
BX-8K-1,Binary BX Series 8K Ultra HD High Speed HDMI Cable with GripTek 1m (3.3 ft),[BX-8K-1] Binary BX Series 8K Ultra HD High Speed HDMI Cable with GripTek 1m (3.3 ft),Binary,Redes,29.11
BX-8K-1.5,Binary BX Series 8K Ultra HD High Speed HDMI Cable with GripTek 1.5m,[BX-8K-1.5] Binary BX Series 8K Ultra HD High Speed HDMI Cable with GripTek 1.5m,Binary,Redes,30.79
BX-8K-10,Binary BX Series 8K Ultra HD High Speed HDMI Cable with GripTek 10m,[BX-8K-10] Binary BX Series 8K Ultra HD High Speed HDMI Cable with GripTek 10m,Binary,Redes,355.73
BX-8K-15,Binary BX Series Active 8K Ultra HD High Speed HDMI® Cable with GripTek - 15m (49.2 ft),[BX-8K-15] Binary BX Series Active 8K Ultra HD High Speed HDMI® Cable with GripTek - 15m (49.2 ft),Binary,Redes,387.79
BX-8K-2,Binary BX Series 8K Ultra HD High Speed HDMI Cable with GripTek 2m (6.5 ft),[BX-8K-2] Binary BX Series 8K Ultra HD High Speed HDMI Cable with GripTek 2m (6.5 ft),Binary,Redes,32.19
BX-8K-20,Binary BX Series 8K Ultra HD High Speed HDMI Cable with GripTek 20m,[BX-8K-20] Binary BX Series 8K Ultra HD High Speed HDMI Cable with GripTek 20m,Binary,Redes,418.94
BX-8K-3,Binary BX Cable HDMI 3M-10FT Series 8K Ultra HD High Speed with GripTek,[BX-8K-3] Binary BX Cable HDMI 3M-10FT Series 8K Ultra HD High Speed with GripTek,Binary,Redes,35.64
BX-8K-4,Binary BX Series 8K Ultra HD High Speed HDMI Cable with GripTek 4m,[BX-8K-4] Binary BX Series 8K Ultra HD High Speed HDMI Cable with GripTek 4m,Binary,Redes,317.51
BX-8K-5,Binary BX Series 8K Ultra HD High Speed HDMI Cable with GripTek 5m,[BX-8K-5] Binary BX Series 8K Ultra HD High Speed HDMI Cable with GripTek 5m,Binary,Redes,326.33
BX-8K-7.5,Binary BX Series 8K Ultra HD High Speed HDMI Cable with GripTek 7.5m,[BX-8K-7.5] Binary BX Series 8K Ultra HD High Speed HDMI Cable with GripTek 7.5m,Binary,Redes,341.03
CLR-V100-2T36B,ClareVision 2MP IP Turret Camera (Black),[CLR-V100-2T36B] ClareVision 2MP IP Turret Camera (Black),ClareVision,Cámaras de seguridad,100.2
CLR-V100-4B36W,4MP IP Bullet Camera (White),[CLR-V100-4B36W] 4MP IP Bullet Camera (White),ClareVision,Cámaras de seguridad,98.37
CLR-V200-4D28B,ClareVision 4MP IP Mini Dome Camera (Black),[CLR-V200-4D28B] ClareVision 4MP IP Mini Dome Camera (Black),ClareVision,Cámaras de seguridad,114.6
CLR-V300-16PNVR4,ClareVision V300 Series NVR - 16 Channel | 4TB,[CLR-V300-16PNVR4] ClareVision V300 Series NVR - 16 Channel | 4TB,ClareVision,Cámaras de seguridad,880.6
AC-DOTS1-W,Duct/Outdoor Remote Temperature Sensor,[AC-DOTS1-W] Duct/Outdoor Remote Temperature Sensor,Control4,Domótica C4,20.27
AC-FMTS1-W,Flush Mount Remote Temperature Sensor,[AC-FMTS1-W] Flush Mount Remote Temperature Sensor,Control4,Domótica C4,35.21
C4-4Sight-E,1 Year 4Sight Subscription Kit,[C4-4Sight-E] 1 Year 4Sight Subscription Kit,Control4,Domótica C4,120.0
C4-AK-3M,3-Meter Wireless Antenna Kit,[C4-AK-3M] 3-Meter Wireless Antenna Kit,Control4,Domótica C4,23.0
C4-APD240,Adaptive Phase Dimmer 240V,Adaptive Phase Dimmer 240V,Control4,Domótica C4,184.8
C4-APD240-C,Adaptive Phase Dimmer Contemporary 240V,Adaptive Phase Dimmer Contemporary 240V,Control4,Domótica C4,184.8
C4-CA1-V2,CA-1 Hub and Automation Controller V2,[C4-CA1-V2] CA-1 Hub and Automation Controller V2,Control4,Domótica C4,471.91
C4-CA10,CA 10 Hub and Automation Controller,[C4-CA10] CA 10 Hub and Automation Controller,Control4,Domótica C4,4216.28
C4-CBL3.5-DB9B,3.5mm to DB9 Serial Cable,[C4-CBL3.5-DB9B] 3.5mm to DB9 Serial Cable,Control4,Domótica C4,21.91
C4-CBLIR-BULK,Cable emision Remota Infrarojo Plug 3.5mm (5 Pack),[C4-CBLIR-BULK] Cable emision Remota Infrarojo Plug 3.5mm (5 Pack),Control4,Domótica C4,40.07
C4-CBLIRF-BULK,Emisores IR con retroalimentacion optica (paquete de 5),[C4-CBLIRF-BULK] Emisores IR con retroalimentacion optica (paquete de 5),Control4,Domótica C4,40.07
C4-CBLRJ45-DB9,Serial Cable RJ45 to DB9M for C4-CA1,[C4-CBLRJ45-DB9] Serial Cable RJ45 to DB9M for C4-CA1,Control4,Domótica C4,22.06
C4-CK4SF,Color Kit Fan Speed Controller,Color Kit Fan Speed Controller,Control4,Domótica C4,17.3
C4-CK4SF-C,Color Kit Contemporary Fan Speed Controller,Color Kit Contemporary Fan Speed Controller,Control4,Domótica C4,17.3
C4-CKFPDAPD,Color Kit Forward & Adaptive Phase Dimmer,Color Kit Forward & Adaptive Phase Dimmer,Control4,Domótica C4,9.24
C4-CKFPDAPD-C,Color Kit Contemporary Forward & Adaptive Phase Dimmer,Color Kit Contemporary Forward & Adaptive Phase Dimmer,Control4,Domótica C4,9.24
C4-CKKA,Color Kit Auxiliary Keypad,Color Kit Auxiliary Keypad,Control4,Domótica C4,9.24
C4-CKKA-C,Color Kit Contemporary Auxiliary Keypad,Color Kit Contemporary Auxiliary Keypad,Control4,Domótica C4,9.24
C4-CKKC,Color Kit Configurable Keypad,Color Kit Configurable Keypad,Control4,Domótica C4,25.35
C4-CKKC-C,Color Kit Contemporary Configurable Keypad,Color Kit Contemporary Configurable Keypad,Control4,Domótica C4,25.35
C4-CKKD,Color Kit Decora Keypad Dimmers,Color Kit Decora Keypad Dimmers,Control4,Domótica C4,25.35
C4-CKKD-C,Color Kit Contemporary Keypad Dimmer,Color Kit Contemporary Keypad Dimmer,Control4,Domótica C4,25.35
C4-CKSK,Color Kit Square Keypad Buttons,Color Kit Square Keypad Buttons,Control4,Domótica C4,23.0
C4-CKSK-C,Color Kit Contemporary Square Keypad Buttons,Color Kit Contemporary Square Keypad Buttons,Control4,Domótica C4,21.76
C4-CKSR,Color Kit Square Rocker Button,Color Kit Square Rocker Button,Control4,Domótica C4,9.24
C4-CKSR-C,Color Kit Contemporary Square Rocker Button,Color Kit Contemporary Square Rocker Button,Control4,Domótica C4,8.76
C4-CKSWITCH,Color Kit Switch,Color Kit Switch,Control4,Domótica C4,9.24
C4-CKSWITCH-C,Color Kit Contemporary Switch,Color Kit Contemporary Switch,Control4,Domótica C4,9.24
C4-CORE-LITE-RSK,Single Room Bundle with CORE lite + SR260 with Recharge Station,[C4-CORE-LITE-RSK] Single Room Bundle with CORE lite + SR260 with Recharge Station,Control4,Domótica C4,771.11
C4-CORE-LITE-TS-V-AS,Single Room Bundle with CORE Lite + Halo Touch (Silver),[C4-CORE-LITE-TS-V-AS] Single Room Bundle with CORE Lite + Halo Touch (Silver),Control4,Domótica C4,1233.78
C4-CORE-LITE-TS-V-BL,Single Room Bundle with CORE Lite + Halo Touch (Black),[C4-CORE-LITE-TS-V-BL] Single Room Bundle with CORE Lite + Halo Touch (Black),Control4,Domótica C4,1233.78
C4-CORE-LITE-V-BL,Single Room Bundle with CORE lite + Halo,[C4-CORE-LITE-V-BL] Single Room Bundle with CORE lite + Halo,Control4,Domótica C4,1002.44
C4-CORE1,CORE 1 Controller,[C4-CORE1] CORE 1 Controller,Control4,Domótica C4,742.43
C4-CORE1-RMK,CORE 1 Rack-Mount Kit | 1U,[C4-CORE1-RMK] CORE 1 Rack-Mount Kit | 1U,Control4,Domótica C4,84.49
C4-CORE1-WM,Soporte de montaje en pared CORE 1,[C4-CORE1-WM] Soporte de montaje en pared CORE 1,Control4,Domótica C4,28.17
C4-CORE3,CORE 3 Controller,[C4-CORE3] CORE 3 Controller,Control4,Domótica C4,1384.96
C4-CORE3-WM,CORE 3 Wall-Mount Bracket,[C4-CORE3-WM] CORE 3 Wall-Mount Bracket,Control4,Domótica C4,28.17
C4-CORE5,CORE 5 Controller,[C4-CORE5] CORE 5 Controller,Control4,Domótica C4,2911.87
C4-DCIM4,4-Channel Bus Dry Contact Input Module,[C4-DCIM4] 4-Channel Bus Dry Contact Input Module,Control4,Domótica C4,112.66
C4-DIN-8APD-E,DIN-Rail 8-Channel Adaptive Phase Dimmer V2,[C4-DIN-8APD-E] DIN-Rail 8-Channel Adaptive Phase Dimmer V2,Control4,Domótica C4,1248.79
C4-DIN-8RELSW-E,DIN-Rail 8-Channel Relay V2,[C4-DIN-8RELSW-E] DIN-Rail 8-Channel Relay V2,Control4,Domótica C4,827.82
C4-DIN-8TV-V3,DIN-Rail 8-Channel 0-10V Dimmer V3,[C4-DIN-8TV-V3] DIN-Rail 8-Channel 0-10V Dimmer V3,Control4,Domótica C4,876.34
C4-DIN-BEG-V2,Bus Ethernet Gateway V2,[C4-DIN-BEG-V2] Bus Ethernet Gateway V2,Control4,Domótica C4,248.79
C4-DIN-BPS48,48V Bus Power Supply,[C4-DIN-BPS48] 48V Bus Power Supply,Control4,Domótica C4,150.22
C4-DIN-TB-8REL-V2,Terminal Block DIN-Rail 8-Channel Relay V2,[C4-DIN-TB-8REL-V2] Terminal Block DIN-Rail 8-Channel Relay V2,Control4,Domótica C4,81.37
C4-DM201-LW-Z,Wireless Low-Wattage Puck Dimmer (220-240VAC),[C4-DM201-LW-Z] Wireless Low-Wattage Puck Dimmer (220-240VAC),Control4,Domótica C4,221.45
C4-DM201-Z,Wireless International Puck Dimmer Module (240V),[C4-DM201-Z] Wireless International Puck Dimmer Module (240V),Control4,Domótica C4,151.84
C4-DOCK10,Replacement Tabletop Dock For C4-TT10,[C4-DOCK10] Replacement Tabletop Dock For C4-TT10,Control4,Domótica C4,363.05
C4-DOCK7,Replacement Tabletop Dock For C4-TT7,[C4-DOCK7] Replacement Tabletop Dock For C4-TT7,Control4,Domótica C4,261.32
C4-DS2BB,DS2 Flush Mount Installation Back Box,[C4-DS2BB] DS2 Flush Mount Installation Back Box,Control4,Domótica C4,84.49
C4-DS2FM-BN,DS2 Door Station Flush Mount,[C4-DS2FM-BN] DS2 Door Station Flush Mount,Control4,Domótica C4,1507.0
C4-DS2MINIADAPT,Control4 - DSC to DS2 Mini Adapter Kit,[C4-DS2MINIADAPT] Control4 - DSC to DS2 Mini Adapter Kit,Control4,Domótica C4,97.0
C4-DS2MINIBB,DS2 Mini Flush Back Box,[C4-DS2MINIBB] DS2 Mini Flush Back Box,Control4,Domótica C4,38.65
C4-DS2TKP,DS2 Touch Keypad,[C4-DS2TKP] DS2 Touch Keypad,Control4,Domótica C4,285.4
C4-DS3VK-2KPFM-BN,DS3 2-Module Keypad Door Station - Flush Mount - Brushed Nickel,[C4-DS3VK-2KPFM-BN] DS3 2-Module Keypad Door Station - Flush Mount - Brushed Nickel,Control4,Domótica C4,2027.2
C4-HALO-BL,Halo Remote (BLACK),[C4-HALO-BL] Halo Remote (BLACK),Control4,Domótica C4,449.69
C4-HALO-TS,Halo Touch Remote,Halo Touch Remote,Control4,Domótica C4,735.9
C4-KA,Auxiliary Keypad,Auxiliary Keypad,Control4,Domótica C4,45.54
C4-KA-C,Auxiliary Keypad Contemporary,Auxiliary Keypad Contemporary,Control4,Domótica C4,45.54
C4-KC240,Configurable Keypad 240V,Configurable Keypad 240V,Control4,Domótica C4,203.74
C4-KC240-C,Configurable Keypad Contemporary 240V,Configurable Keypad Contemporary 240V,Control4,Domótica C4,203.74
C4-KCB,Decora Wired Keypad,Decora Wired Keypad,Control4,Domótica C4,186.2
C4-KCB-C,Wired Keypad Contemporary,Wired Keypad Contemporary,Control4,Domótica C4,186.2
C4-KCBCONN2-20,Wired Keypad Connector V2 (20-pack),[C4-KCBCONN2-20] Wired Keypad Connector V2 (20-pack),Control4,Domótica C4,59.46
C4-KD240,Keypad Dimmer 240V,Keypad Dimmer 240V,Control4,Domótica C4,254.65
C4-KD240-C,Keypad Dimmer Contemporary 240V,Keypad Dimmer Contemporary 240V,Control4,Domótica C4,254.8
C4-KPTK1-M-B,Keypad Tabletop Kit (Black),[C4-KPTK1-M-B] Keypad Tabletop Kit (Black),Control4,Domótica C4,27.93
C4-KPTK1-M-W,Tabletop Keypad Kit (White),[C4-KPTK1-M-W] Tabletop Keypad Kit (White),Control4,Domótica C4,27.93
C4-L-4SF120,Lux Variable Speed Controller,[C4-L-4SF120] Lux Variable Speed Controller,Control4,Domótica C4,315.0
C4-L-CDK,Control4 Lux Color Design Kit,[C4-L-CDK] Control4 Lux Color Design Kit,Control4,Domótica C4,1400.0
C4-L-CDSW,Lux Dual Dimmer Switch Keypad,[C4-L-CDSW] Lux Dual Dimmer Switch Keypad,Control4,Domótica C4,315.0
C4-L-CKKC,"Lux Color Kit, Configurable Keypad and Keypad Dimmer","Lux Color Kit, Configurable Keypad and Keypad Dimmer",Control4,Domótica C4,63.0
C4-L-DCASE,Control4 Lux Sales Demo Case,[C4-L-DCASE] Control4 Lux Sales Demo Case,Control4,Domótica C4,2520.0
C4-L-FP1,"Lux Faceplate, 1 Gang","Lux Faceplate, 1 Gang",Control4,Domótica C4,49.0
C4-L-FP1-AG,"Lux Faceplate, 1 Gang - Ash Gray","[C4-L-FP1-AG] Lux Faceplate, 1 Gang - Ash Gray",Control4,Domótica C4,73.5
C4-L-FP1-BS,"Lux Faceplate, 1 Gang - Antique Brass","[C4-L-FP1-BS] Lux Faceplate, 1 Gang - Antique Brass",Control4,Domótica C4,73.5
C4-L-FP1-BZ,"Lux Faceplate, 1 Gang - Antique Bronze","[C4-L-FP1-BZ] Lux Faceplate, 1 Gang - Antique Bronze",Control4,Domótica C4,73.5
C4-L-FP1-CH,"Lux Faceplate, 1 Gang - Chrome","[C4-L-FP1-CH] Lux Faceplate, 1 Gang - Chrome",Control4,Domótica C4,73.5
C4-L-FP1-MS,"Lux Faceplate, 1 Gang - Matte Stainless","[C4-L-FP1-MS] Lux Faceplate, 1 Gang - Matte Stainless",Control4,Domótica C4,73.5
C4-L-FP1-SB,"Lux Faceplate, 1 Gang - Satin Bronze","[C4-L-FP1-SB] Lux Faceplate, 1 Gang - Satin Bronze",Control4,Domótica C4,73.5
C4-L-FP1-SN,"Lux Faceplate, 1 Gang - Satin Nickel","[C4-L-FP1-SN] Lux Faceplate, 1 Gang - Satin Nickel",Control4,Domótica C4,73.5
C4-L-FP1-VB,"Lux Faceplate, 1 Gang - Venetian Bronze","[C4-L-FP1-VB] Lux Faceplate, 1 Gang - Venetian Bronze",Control4,Domótica C4,73.5
C4-L-FP2,"Lux Faceplate, 2 Gang","Lux Faceplate, 2 Gang",Control4,Domótica C4,56.0
C4-L-FSW,Lux Fireplace Switch,[C4-L-FSW] Lux Fireplace Switch,Control4,Domótica C4,280.0
C4-L-KA,Lux Auxiliary Keypad,[C4-L-KA] Lux Auxiliary Keypad,Control4,Domótica C4,70.0
C4-L-KC,Lux Configurable Keypad,[C4-L-KC] Lux Configurable Keypad,Control4,Domótica C4,245.0
C4-L-KCB,Lux Wired Keypad,[C4-L-KCB] Lux Wired Keypad,Control4,Domótica C4,245.0
C4-L-KDS,Lux Keypad Dimmer Switch,[C4-L-KDS] Lux Keypad Dimmer Switch,Control4,Domótica C4,315.0
C4-L-MDIM,Control4 Lux Motion Dimmer,[C4-L-MDIM] Control4 Lux Motion Dimmer,Control4,Domótica C4,280.0
C4-L-SW,Lux Switch,[C4-L-SW] Lux Switch,Control4,Domótica C4,245.0
C4-L-TV,Lux 0-10V Dimmer,[C4-L-TV] Lux 0-10V Dimmer,Control4,Domótica C4,280.0
C4-L-UDIM,Lux Universal Dimmer,[C4-L-UDIM] Lux Universal Dimmer,Control4,Domótica C4,280.0
C4-MSW-10PK-C-SW,"Mechanical Switch, Contemporary, 120-277VAC/15A (Snow White)","[C4-MSW-10PK-C-SW] Mechanical Switch, Contemporary, 120-277VAC/15A (Snow White)",Control4,Domótica C4,75.33
C4-NWB57C-P,New Construction In-Wall Touchscreen Back Box (Plastic),[C4-NWB57C-P] New Construction In-Wall Touchscreen Back Box (Plastic),Control4,Domótica C4,11.66
C4-RBATT-250,SR-260 and SR-250 Battery and Cover,[C4-RBATT-250] SR-260 and SR-250 Battery and Cover,Control4,Domótica C4,51.62
C4-RWB57C-P,Retrofit In-Wall Touchscreen Back Box (Plastic),[C4-RWB57C-P] Retrofit In-Wall Touchscreen Back Box (Plastic),Control4,Domótica C4,11.66
C4-SAPD240-N,Square Wireless Adaptive Phase Dimmer 240V (Neutral),[C4-SAPD240-N] Square Wireless Adaptive Phase Dimmer 240V (Neutral),Control4,Domótica C4,203.74
