sku,name,description,brand,category,cost_usd
56602-1100-2,Triad Gold Series In-Ceiling Omni SE Speaker (Right Side Mount),[56602-1100-2] Triad Gold Series In-Ceiling Omni SE Speaker (Right Side Mount),Triad,Audio,1277.65
56602-1200-2,Triad Gold Series In-Ceiling Omni SE Speaker (Left Side Mount),[56602-1200-2] Triad Gold Series In-Ceiling Omni SE Speaker (Left Side Mount),Triad,Audio,1277.65
BSIC-BDL1,Triad InCeiling Bronze/10 Sub with RackAmp 300 (4-ohm woofer enclosure),[BSIC-BDL1] Triad InCeiling Bronze/10 Sub with RackAmp 300 (4-ohm woofer enclosure),Triad,Audio,1944.94
TS-AMS16,Triad 16-Source 16-Zone Audio Matrix Switch,[TS-AMS16] Triad 16-Source 16-Zone Audio Matrix Switch,Triad,Audio,2498.85
TS-AMS8-V2,Triad 8-Source 8-Zone Audio Matrix Switch V2,[TS-AMS8-V2] Triad 8-Source 8-Zone Audio Matrix Switch V2,Triad,Audio,1590.05
TS-CREF-IWLCR,Triad Cinema Reference InWall LCR Speaker (ea.),[TS-CREF-IWLCR] Triad Cinema Reference InWall LCR Speaker (ea.),Triad,Audio,4214.99
TS-GRLIC8R,Triad InCeiling Round Speaker Grille for IC8 Each,[TS-GRLIC8R] Triad InCeiling Round Speaker Grille for IC8 Each,Triad,Audio,28.36
TS-GRLIC8RC,Triad InCeiling Round Speaker Grille for IC8 (Each) - Custom,[TS-GRLIC8RC] Triad InCeiling Round Speaker Grille for IC8 (Each) - Custom,Triad,Audio,29.67
TS-IC33SD,"Triad Distributed Audio Series 3 InCeiling Shallow Depth Speaker (Each) 3""","[TS-IC33SD] Triad Distributed Audio Series 3 InCeiling Shallow Depth Speaker (Each) 3""",Triad,Audio,364.06
TS-IC53,Triad Distributed Audio Series 3 InCeiling Speaker 5IN (Each),[TS-IC53] Triad Distributed Audio Series 3 InCeiling Speaker 5IN (Each),Triad,Audio,201.74
TS-IC63,Triad Distributed Audio Series 3 InCeiling Speaker 6.5in (Each),[TS-IC63] Triad Distributed Audio Series 3 InCeiling Speaker 6.5in (Each),Triad,Audio,235.13
TS-IC82DT,"Triad Distributed Audio Series 2 InCeiling Dual Tweeter Speaker (Each) - 8""","[TS-IC82DT] Triad Distributed Audio Series 2 InCeiling Dual Tweeter Speaker (Each) - 8""",Triad,Audio,305.63
TS-IC83,"Triad Distributed Audio Series 3 InCeiling Speaker (Each) - 8""","[TS-IC83] Triad Distributed Audio Series 3 InCeiling Speaker (Each) - 8""",Triad,Audio,271.08
TS-IC83DT,"Triad Distributed Audio Series 3 InCeiling Dual Tweeter Speaker (Each) - 8""","[TS-IC83DT] Triad Distributed Audio Series 3 InCeiling Dual Tweeter Speaker (Each) - 8""",Triad,Audio,377.99
TS-ICLCR4,"Triad In-Ceiling LCR Speaker (Each) 4""","[TS-ICLCR4] Triad In-Ceiling LCR Speaker (Each) 4""",Triad,Audio,632.24
TS-ICLCR5,Triad InCeiling LCR Speaker (Each) - 5,[TS-ICLCR5] Triad InCeiling LCR Speaker (Each) - 5,Triad,Audio,842.99
TS-ICLCR6,"Triad In-Ceiling LCR Speaker (Each) 6""","[TS-ICLCR6] Triad In-Ceiling LCR Speaker (Each) 6""",Triad,Audio,1685.99
TS-ICLCR6-RTS,Triad In-Ceiling LCR Speaker (ea),[TS-ICLCR6-RTS] Triad In-Ceiling LCR Speaker (ea),Triad,Audio,1685.99
TS-ICSAT4-RTS,"Triad InCeiling Satellite Speakers - Ready to Ship 4""","[TS-ICSAT4-RTS] Triad InCeiling Satellite Speakers - Ready to Ship 4""",Triad,Audio,463.65
TS-ICSAT5,Triad 5IN InCeiling Angled Sat Speaker Each,[TS-ICSAT5] Triad 5IN InCeiling Angled Sat Speaker Each,Triad,Audio,590.0
TS-IW-PASSLIM10-8,Triad InWall Slim 10IN Passive Subwoofer - 8Ohm,[TS-IW-PASSLIM10-8] Triad InWall Slim 10IN Passive Subwoofer - 8Ohm,Triad,Audio,1416.23
TS-IW63,Triad Distributed Audio Series 3 InWall Speaker 6.5in (Each),[TS-IW63] Triad Distributed Audio Series 3 InWall Speaker 6.5in (Each),Triad,Audio,305.4
TS-IWLCR5,"Triad InWall LCR Speaker (Each) - 5""","[TS-IWLCR5] Triad InWall LCR Speaker (Each) - 5""",Triad,Audio,843.0
TS-IWLCR6,"Triad InWall LCR Speaker (Each) - 6""","[TS-IWLCR6] Triad InWall LCR Speaker (Each) - 6""",Triad,Audio,1685.99
TS-IWSAT5-RTS,Triad InWall Satellite Speaker - Ready to Ship,[TS-IWSAT5-RTS] Triad InWall Satellite Speaker - Ready to Ship,Triad,Audio,590.1
TS-IWSURR4,Triad InWall Surround Speaker (Each),[TS-IWSURR4] Triad InWall Surround Speaker (Each),Triad,Audio,632.24
TS-IWSURR5,"Triad InWall Surround Speaker (Each) - 5""","[TS-IWSURR5] Triad InWall Surround Speaker (Each) - 5""",Triad,Audio,843.0
TS-NCB-C,Triad New Construction - Retrofit Bracket -C NCB (Each),[TS-NCB-C] Triad New Construction - Retrofit Bracket -C NCB (Each),Triad,Audio,63.43
TS-NCB-G,Triad New Construction - Retrofit Bracket -G NCB (Each),[TS-NCB-G] Triad New Construction - Retrofit Bracket -G NCB (Each),Triad,Audio,61.58
TS-NCB-M,Triad New Construction - Retrofit Bracket -M NCB (Each),[TS-NCB-M] Triad New Construction - Retrofit Bracket -M NCB (Each),Triad,Audio,61.58
TS-NCB-S,Triad New Construction - Retrofit Bracket -S NCB (Each),[TS-NCB-S] Triad New Construction - Retrofit Bracket -S NCB (Each),Triad,Audio,61.58
TS-NCB-V,Triad New Construction - Retrofit Bracket -V NCB (Each),[TS-NCB-V] Triad New Construction - Retrofit Bracket -V NCB (Each),Triad,Audio,61.58
TS-NCBIC5,Triad New Construction Bracket IC5 Speakers (qty of 6),[TS-NCBIC5] Triad New Construction Bracket IC5 Speakers (qty of 6),Triad,Audio,130.97
TS-NCBIC6,Triad New Construction Bracket IC6 Speakers (qty of 6),[TS-NCBIC6] Triad New Construction Bracket IC6 Speakers (qty of 6),Triad,Audio,130.97
TS-NCBIC8,Triad New Construction Bracket IC8 Speakers (qty of 6),[TS-NCBIC8] Triad New Construction Bracket IC8 Speakers (qty of 6),Triad,Audio,130.97
TS-PAMP4-125-V2,Triad Power Amplifier PAMP4,[TS-PAMP4-125-V2] Triad Power Amplifier PAMP4,Triad,Audio,1488.14
TS-PAMP8-100-BX,"Triad 8-Zone/16-Channel Power Amplifier, Factory Refurbished","[TS-PAMP8-100-BX] Triad 8-Zone/16-Channel Power Amplifier, Factory Refurbished",Triad,Audio,1481.74
TS-PAMP8-125-V2,Triad Power Amplifier,[TS-PAMP8-125-V2] Triad Power Amplifier,Triad,Audio,2106.81
TS-PAS18-4,"Triad Cinema 18"" Passive Subwoofer - 4Ohm","[TS-PAS18-4] Triad Cinema 18"" Passive Subwoofer - 4Ohm",Triad,Audio,3540.59
TS-PDX-ENCL-IC8,Triad PDX InCeiling Enclosure for IC8 and ANG6 (Each),[TS-PDX-ENCL-IC8] Triad PDX InCeiling Enclosure for IC8 and ANG6 (Each),Triad,Audio,60.15
TS-PDX-ENCL-IWLCR6,Triad PDX InWall Enclosure for IWLCR6 (Each),[TS-PDX-ENCL-IWLCR6] Triad PDX InWall Enclosure for IWLCR6 (Each),Triad,Audio,60.15
TS-PDX-IC64,"Triad PDX Series 4 In-Ceiling Speaker (Each) - 6""","[TS-PDX-IC64] Triad PDX Series 4 In-Ceiling Speaker (Each) - 6""",Triad,Audio,350.85
TS-PDX-IC64-ANG,"Triad PDX Series 4 In-Ceiling Round Angled Speaker (Each) - 6""","[TS-PDX-IC64-ANG] Triad PDX Series 4 In-Ceiling Round Angled Speaker (Each) - 6""",Triad,Audio,467.9
TS-PDX-IC65-ANG,"Triad PDX Series 5 InCeiling Angled Speaker (Each) 6""","[TS-PDX-IC65-ANG] Triad PDX Series 5 InCeiling Angled Speaker (Each) 6""",Triad,Audio,566.81
TS-PDX-IC84,"Triad PDX Series 4 InCeiling Speaker (Each) 8""","[TS-PDX-IC84] Triad PDX Series 4 InCeiling Speaker (Each) 8""",Triad,Audio,506.64
TS-PDX-IC84-DTS,"Triad PDX Series 4 In-Ceiling DT/SURROUND Speaker (Each) - 8""","[TS-PDX-IC84-DTS] Triad PDX Series 4 In-Ceiling DT/SURROUND Speaker (Each) - 8""",Triad,Audio,644.56
TS-PDX-IW64-LCR,"Triad PDX Series 4 InWall LCR Speaker (Each) - 6""","[TS-PDX-IW64-LCR] Triad PDX Series 4 InWall LCR Speaker (Each) - 6""",Triad,Audio,545.65
TS-PDX-NCB-IC8,Triad PDX New Construction Brackets for IC8 (Pair),[TS-PDX-NCB-IC8] Triad PDX New Construction Brackets for IC8 (Pair),Triad,Audio,26.75
TS-PDX-NCB-IWLCR6,Triad PDX New Construction Brackets for IWLCR6 (Pair),[TS-PDX-NCB-IWLCR6] Triad PDX New Construction Brackets for IWLCR6 (Pair),Triad,Audio,26.75
TS-PSB33,"Triad 3.0 Passive Soundbar with 3"" Woofers (Each)","[TS-PSB33] Triad 3.0 Passive Soundbar with 3"" Woofers (Each)",Triad,Audio,1902.81
TS-SA1-200,Triad SA1 Ryff-Enabled 200W x 2 Streaming Amplifier,[TS-SA1-200] Triad SA1 Ryff-Enabled 200W x 2 Streaming Amplifier,Triad,Audio,1261.21
TS-SA1RM-BL,Triad Rack Mount SA1,[TS-SA1RM-BL] Triad Rack Mount SA1,Triad,Audio,111.26
TS-SAMP1-100,Triad Single Zone High-Resolution Streaming Amplifier One,[TS-SAMP1-100] Triad Single Zone High-Resolution Streaming Amplifier One,Triad,Audio,1013.01
TS-SUBAMP1200,Triad 1200 Watt Rackmount Subwoofer Amplifier,[TS-SUBAMP1200] Triad 1200 Watt Rackmount Subwoofer Amplifier,Triad,Audio,2655.44
TS-SUBAMP2400,Triad Subwoofer Rackmount Amplifier,[TS-SUBAMP2400] Triad Subwoofer Rackmount Amplifier,Triad,Audio,3900.41
TS-SUBAMP300,Triad 300Watt Rackmount Subwoofer Amplifier,[TS-SUBAMP300] Triad 300Watt Rackmount Subwoofer Amplifier,Triad,Audio,973.65
TS-SUBAMP700,Triad 700 Watt Rackmount Subwoofer Amplifier,[TS-SUBAMP700] Triad 700 Watt Rackmount Subwoofer Amplifier,Triad,Audio,2150.08
SP-VLG-186-1000,Vibrant Lighting General Purpose 18-Gauge 6-Conductor Wire – 1000ft Spool,[SP-VLG-186-1000] Vibrant Lighting General Purpose 18-Gauge 6-Conductor Wire – 1000ft Spool,Vibrant,Domótica C4,637.05
